Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,target
62,1,1,4,1,4,0,53,3,1,3,1438.3,0,1438.3,0.6990000000000001,902,31,0.409,0,0
48,0,4,3,1,3,0,36,1,1,2,21526,1320,20206,0.762,14441,105,0.875,0.061,0
46,0,0,2,2,0,0,36,6,2,1,2692,1631,1061,0.99,4619,83,0.6940000000000001,0.606,0
58,1,2,5,1,1,0,47,3,2,2,2848,1468,1380,0.517,1135,27,0.421,0.515,0
52,0,2,3,2,1,0,36,3,1,3,1470,0,1470,0.64,4095,63,0.75,0,0
46,0,3,3,2,3,0,39,2,1,3,21350,1724,19626,0.512,4878,78,0.444,0.081,0
33,1,1,3,2,4,0,25,6,3,4,6193,695,5498,0.632,2456,69,0.725,0.1119999999999999,0
46,1,3,3,2,4,0,36,1,3,2,6636,2399,4237,0.6809999999999999,7023,86,0.654,0.362,0
58,1,1,3,1,4,0,46,4,1,3,2799,1532,1267,0.583,4214,83,0.537,0.547,0
50,0,4,0,2,1,0,45,4,3,1,6943,600,6343,0.653,4946,80,0.7390000000000001,0.086,0
42,0,5,3,1,2,0,32,1,2,2,4162,1641,2521,0.7190000000000001,3967,75,0.923,0.3939999999999999,0
50,0,2,4,1,3,0,45,6,3,2,1867,1478,389,0.727,4097,70,0.7070000000000001,0.792,0
53,0,2,5,2,2,0,38,3,2,2,7062,1255,5807,0.672,3432,68,0.7440000000000001,0.178,0
47,0,3,3,2,3,0,42,4,1,0,24480,1923,22557,0.505,1416,32,0.778,0.079,0
55,1,2,0,1,4,0,36,6,3,4,2967,2129,838,1.075,2177,59,0.7879999999999999,0.718,0
47,0,4,5,1,2,0,43,4,3,1,6519,1525,4994,0.8740000000000001,4495,81,1.025,0.2339999999999999,0
53,1,1,3,2,4,0,47,6,2,3,3378,2134,1244,0.541,4464,83,0.93,0.632,0
64,0,0,2,1,4,0,53,3,3,4,2084,1647,437,0.664,1597,37,0.542,0.79,0
36,0,1,2,1,4,0,18,6,3,3,2032,1003,1029,1.005,2454,46,0.586,0.494,0
46,0,3,2,1,4,0,27,1,2,2,6954,1502,5452,0.624,7510,89,0.648,0.216,0
54,1,4,3,1,4,0,36,3,5,3,1594,1411,183,0.8170000000000001,1459,35,1.188,0.885,0
61,1,1,3,2,4,0,56,3,2,2,3421,2266,1155,0.659,6932,75,0.7440000000000001,0.662,0
37,0,1,3,2,1,0,25,3,2,3,2608,1799,809,0.732,2565,72,0.636,0.69,0
46,1,4,3,2,4,0,34,5,5,2,3322,2517,805,0.789,3913,86,0.911,0.758,0
50,1,1,3,1,4,0,45,5,3,4,1652,1318,334,0.593,4533,69,0.5329999999999999,0.7979999999999999,0
27,1,1,0,1,4,0,20,5,3,3,1893,0,1893,0.691,5176,91,0.784,0,0
37,0,1,3,1,0,0,32,6,2,2,17393,1409,15984,0.608,1692,38,0.652,0.081,0
49,1,4,3,1,4,0,35,5,3,2,3038,2133,905,0.6890000000000001,4784,83,0.6940000000000001,0.7020000000000001,0
60,0,2,2,2,2,0,48,3,4,1,10886,1145,9741,0.7490000000000001,3488,66,0.535,0.105,0
63,1,0,2,1,4,0,36,6,3,4,2107,1351,756,0.521,1320,35,0.522,0.6409999999999999,0
43,1,2,0,1,4,0,37,3,3,1,5380,1337,4043,0.845,8947,93,0.5760000000000001,0.249,0
55,1,1,2,1,4,0,46,3,3,3,1606,0,1606,0.855,4548,76,0.652,0,0
38,0,3,5,2,2,3,31,5,3,2,34516,1566,32950,1.106,3961,53,0.893,0.045,0
39,0,1,2,1,1,0,35,5,3,4,6690,1884,4806,0.7909999999999999,1734,39,0.625,0.282,0
48,0,4,0,1,2,1,33,2,2,3,34516,2061,32455,0.722,1350,32,0.455,0.06,0
44,0,3,2,2,1,0,29,5,1,4,6125,1329,4796,0.6459999999999999,5481,68,0.7,0.217,0
26,0,0,2,2,4,0,13,6,3,2,2585,2019,566,0.525,2644,40,0.481,0.7809999999999999,0
45,1,3,3,1,1,0,39,6,4,1,2851,0,2851,0.482,3916,64,0.8290000000000001,0,0
46,1,4,3,2,4,0,28,6,3,4,3206,0,3206,1.065,3253,72,0.532,0,0
39,1,1,0,2,4,0,32,4,2,3,2144,1557,587,0.775,4571,85,0.848,0.726,0
56,1,1,2,2,4,0,50,4,1,4,3688,606,3082,0.57,14596,120,0.7909999999999999,0.1639999999999999,0
53,1,3,2,1,4,0,42,3,1,1,2404,1109,1295,0.639,4519,72,0.636,0.461,0
48,1,4,5,2,4,0,37,6,3,4,2646,872,1774,0.865,4246,80,0.7390000000000001,0.33,0
40,0,3,4,1,3,0,36,5,3,2,20371,1832,18539,0.907,1665,45,0.8,0.09,0
45,0,4,1,2,0,1,36,1,3,1,34516,1411,33105,0.701,8007,96,0.778,0.041,0
46,1,4,0,2,1,0,41,2,3,3,13743,0,13743,0.947,9406,106,0.767,0,0
45,0,4,2,2,2,0,30,6,2,2,17625,894,16731,1.285,1773,39,1.053,0.051,0
53,1,2,2,1,4,0,49,4,2,4,1520,0,1520,0.5660000000000001,4256,73,0.622,0,0
40,0,1,3,2,1,0,28,6,2,1,11557,1050,10507,0.754,4064,75,0.7859999999999999,0.091,0
43,1,4,2,1,4,0,29,6,3,3,3767,976,2791,1.021,3163,60,0.818,0.259,0
44,1,3,0,2,4,0,24,5,1,4,9297,1668,7629,0.521,1264,31,0.632,0.179,0
44,1,4,2,1,4,0,36,4,1,0,1717,0,1717,0.619,1468,29,0.381,0,0
47,0,3,0,1,2,0,36,5,1,3,4284,1900,2384,0.971,4948,85,0.848,0.444,0
52,0,2,2,1,2,0,41,4,3,3,2628,2195,433,0.635,3608,68,0.417,0.835,0
58,1,4,5,1,4,0,47,3,3,3,2822,2173,649,1.456,1218,23,2.286,0.77,0
50,1,2,2,0,1,0,40,6,2,5,8307,2517,5790,1.743,2293,36,0.8,0.303,0
63,0,2,3,1,1,0,36,2,2,2,5007,930,4077,0.885,1050,28,1.154,0.186,0
46,0,3,5,1,1,0,36,4,2,4,4707,1121,3586,0.604,3188,71,0.6509999999999999,0.238,0
50,1,4,3,1,1,0,36,6,1,1,1479,1004,475,0.8270000000000001,5116,75,0.974,0.679,0
51,0,4,5,2,0,0,45,6,2,3,12101,2517,9584,0.733,2086,44,0.76,0.208,0
44,1,4,3,2,1,0,36,3,2,2,2055,0,2055,0.975,7674,80,0.633,0,0
41,0,2,2,1,2,3,31,2,3,3,31497,2192,29305,0.868,7685,92,0.5329999999999999,0.07,0
43,0,3,2,0,2,0,28,3,3,4,5479,1183,4296,0.596,14728,126,0.909,0.216,0
52,0,3,2,1,0,0,47,5,3,3,11086,2207,8879,0.8690000000000001,1523,40,1.105,0.1989999999999999,0
51,1,3,2,2,1,0,36,3,3,4,2585,1847,738,0.627,3480,64,0.6,0.715,0
50,0,4,2,1,3,0,38,5,1,3,4601,2517,2084,0.775,5056,80,0.778,0.547,0
41,1,3,5,0,4,0,30,5,3,4,7764,621,7143,0.67,3955,72,0.7559999999999999,0.08,0
41,0,1,2,0,3,0,35,6,2,3,19412,770,18642,0.755,1576,41,0.952,0.04,0
41,0,2,5,0,0,0,29,3,2,2,15911,896,15015,0.954,1270,33,0.833,0.056,0
50,0,3,3,1,2,0,35,3,3,2,14854,2136,12718,0.568,3659,68,0.581,0.144,0
54,1,1,3,1,4,3,44,2,2,3,11605,1470,10135,0.93,12592,117,0.8,0.127,0
35,1,2,2,1,1,0,25,3,1,2,1438.3,0,1438.3,0.7440000000000001,4434,73,0.78,0,0
53,1,3,5,0,4,0,43,5,1,2,2383,1516,867,0.857,4917,78,0.95,0.636,0
50,0,3,2,2,2,0,42,4,2,3,14782,1020,13762,0.6829999999999999,3206,54,0.8,0.069,0
37,1,2,5,2,4,0,30,6,3,3,2258,1338,920,0.86,2511,55,0.774,0.593,0
41,1,3,1,1,4,0,36,3,1,1,1956,1053,903,0.941,4924,70,0.795,0.5379999999999999,0
59,0,0,2,2,2,0,46,2,3,2,17218,1829,15389,0.638,7971,97,0.83,0.106,0
35,0,3,2,2,3,0,24,4,1,2,23561,864,22697,1.3730000000000002,2447,64,1,0.037,0
39,0,2,1,2,2,0,36,2,2,1,1790,891,899,0.45,4498,96,0.574,0.498,0
51,0,2,5,1,2,0,40,2,1,1,3559,0,3559,0.585,4498,94,0.649,0,0
65,0,0,2,2,1,0,36,4,0,1,1438.3,682,756.3,0.713,4427,63,1.172,0.474,0
55,1,1,3,2,1,0,46,5,3,4,5379,962,4417,0.8270000000000001,1778,40,0.29,0.179,0
36,0,2,1,1,2,0,30,3,3,4,4934,1504,3430,1.52,2747,42,0.4479999999999999,0.305,0
29,0,0,3,1,1,0,13,4,1,4,1458,671,787,1.5830000000000002,2449,56,0.931,0.46,0
50,1,2,2,1,4,0,32,3,3,4,2884,2104,780,0.857,4486,93,0.86,0.73,0
40,1,3,2,2,4,0,29,5,1,4,2694,1833,861,1.044,3366,56,1.074,0.68,0
33,1,2,1,2,4,0,26,2,3,2,1438.3,0,1438.3,0.613,4196,87,0.8909999999999999,0,0
43,0,3,4,2,2,0,31,4,2,1,11186,2231,8955,0.708,3692,84,0.647,0.1989999999999999,0
54,1,3,2,1,4,0,49,5,2,4,2031,1069,962,0.87,1943,47,0.621,0.526,0
31,1,0,3,2,4,3,21,3,1,3,14305,1288,13017,0.774,14769,119,0.63,0.09,0
39,1,2,2,2,4,0,34,1,3,3,3246,2517,729,0.722,13671,103,0.6890000000000001,0.775,0
62,1,1,3,1,4,0,54,3,3,4,2941,1173,1768,0.436,1453,27,0.35,0.3989999999999999,0
37,1,2,2,2,1,0,36,4,3,1,2407,1552,855,0.62,4983,86,0.755,0.645,0
45,1,2,2,2,1,0,36,5,4,3,1438.3,986,452.3,0.649,5136,81,0.8,0.6859999999999999,0
50,1,3,2,1,1,0,39,4,3,3,1844,1388,456,0.901,5056,81,0.8,0.753,0
34,1,3,2,1,4,0,23,5,3,3,2263,1794,469,0.794,2154,37,0.542,0.7929999999999999,0
56,0,4,5,2,4,0,36,3,2,2,3864,1654,2210,0.491,1470,42,0.235,0.428,0
41,0,3,3,0,2,0,32,1,2,1,4549,2109,2440,0.953,8642,85,0.7,0.4639999999999999,0
57,0,1,3,1,3,0,53,3,2,4,25058,1710,23348,0.613,2053,55,0.528,0.068,0
51,1,2,2,1,4,0,43,1,3,3,3683,1039,2644,0.595,4684,86,0.755,0.282,0
42,0,3,3,2,3,0,30,4,5,4,4147,1719,2428,0.875,1776,44,0.5710000000000001,0.415,0
47,1,4,2,2,4,0,39,3,2,3,7353,1450,5903,0.7390000000000001,2005,54,0.4589999999999999,0.1969999999999999,0
34,1,3,0,1,4,0,23,3,3,3,2164,1176,988,0.835,5075,71,0.868,0.5429999999999999,0
47,0,1,2,1,2,0,36,4,3,2,19063,1714,17349,0.7859999999999999,1270,21,0.615,0.09,0
42,1,4,2,1,1,0,27,3,1,1,1950,1062,888,0.48,3873,76,0.8540000000000001,0.545,0
46,1,2,0,2,4,0,36,3,2,2,1438.3,0,1438.3,0.757,5005,79,0.795,0,0
42,0,4,0,2,2,0,23,2,3,1,3311,841,2470,0.7,4559,80,0.905,0.254,0
34,0,4,4,2,3,0,26,3,3,2,5100,1786,3314,1.06,2375,63,0.575,0.35,0
53,1,2,3,2,4,0,41,4,1,2,2252,1811,441,0.68,4201,68,1.125,0.804,0
47,1,2,4,0,1,0,33,6,2,3,5624,1216,4408,0.691,3843,66,1,0.216,0
56,0,1,5,1,0,0,36,3,2,2,6041,1355,4686,0.685,1747,49,0.581,0.2239999999999999,0
49,0,0,1,1,2,0,39,5,6,3,19719,1395,18324,0.565,3572,73,0.738,0.071,0
38,1,1,2,2,4,0,29,2,3,3,7504,1134,6370,0.67,7525,100,0.449,0.151,0
50,1,1,3,1,4,0,44,4,2,1,3222,1422,1800,0.662,4613,72,0.6,0.441,0
49,1,3,3,1,4,0,45,3,3,0,1638,1038,600,0.718,4150,70,0.591,0.634,0
37,0,1,3,1,2,0,27,6,3,3,10320,1799,8521,0.75,1754,45,0.5,0.174,0
56,1,0,0,1,4,0,38,1,1,2,2143,1194,949,0.49,4684,82,0.907,0.557,0
46,1,3,0,1,4,0,40,6,4,2,1438.3,0,1438.3,0.7140000000000001,4283,88,0.833,0,0
46,1,3,2,1,1,0,39,3,3,2,2644,2126,518,0.748,3601,66,0.65,0.804,0
40,0,2,2,1,0,0,28,6,3,3,18295,0,18295,0.625,4827,70,0.75,0,0
39,0,2,2,1,2,0,27,3,1,4,13003,0,13003,0.877,1697,40,1.105,0,0
50,0,4,3,1,3,0,43,2,2,5,16748,2413,14335,0.769,15338,121,0.635,0.144,0
51,0,3,2,1,2,0,43,6,1,3,2157,1494,663,0.765,4784,69,0.605,0.693,0
44,0,3,5,2,1,0,30,3,3,2,1547,0,1547,0.792,4348,63,0.615,0,0
37,1,1,2,2,4,0,28,4,3,3,1438.3,599,839.3,0.897,5136,76,0.9,0.416,0
56,1,2,5,1,1,0,44,6,1,2,4439,1513,2926,0.752,4532,95,0.696,0.341,0
36,1,3,3,1,4,0,36,6,1,2,3880,1542,2338,1.015,1598,39,0.5,0.397,0
41,1,3,2,1,1,0,29,5,1,3,1982,1068,914,0.8809999999999999,3058,58,0.871,0.539,0
46,1,4,5,1,4,3,36,3,1,4,10961,1391,9570,0.662,3914,77,0.75,0.127,0
55,0,4,0,0,3,0,36,4,2,3,34173,1194,32979,1.056,3731,69,0.816,0.035,0
50,1,4,2,1,4,0,31,4,2,1,2080,1799,281,0.6509999999999999,5130,82,0.8640000000000001,0.865,0
51,1,0,3,1,4,0,35,5,3,4,3132,1815,1317,1.018,3607,60,0.935,0.58,0
50,1,3,3,2,4,0,38,6,3,2,2775,1475,1300,0.8540000000000001,4608,84,0.647,0.532,0
41,0,3,0,2,2,0,33,6,1,4,5246,0,5246,0.969,3189,56,0.556,0,0
49,0,3,1,1,3,0,36,4,1,4,9549,0,9549,0.7120000000000001,4629,76,0.652,0,0
37,0,1,3,1,0,0,26,5,2,1,11726,1925,9801,0.855,4186,63,0.703,0.1639999999999999,0
46,0,3,2,0,3,0,36,5,1,1,3210,2081,1129,0.615,3962,62,0.938,0.648,0
52,0,2,3,1,3,0,47,1,1,1,11358,1425,9933,0.611,14327,92,0.6729999999999999,0.125,0
39,1,1,2,1,1,0,30,6,1,2,2909,1274,1635,0.593,1532,26,0.3,0.4379999999999999,0
26,0,0,2,2,2,0,13,3,3,3,7102,0,7102,0.537,2411,41,0.281,0,0
56,0,2,5,2,3,0,49,5,3,2,5466,0,5466,0.5870000000000001,4435,79,0.8809999999999999,0,0
37,0,2,3,2,2,0,21,5,2,2,3433,964,2469,0.526,4444,87,0.642,0.281,0
36,0,2,1,2,1,0,26,4,3,2,2845,2517,328,0.6859999999999999,2396,51,0.5,0.885,0
50,1,2,3,2,4,0,41,2,3,2,6704,0,6704,0.856,12576,103,0.7759999999999999,0,0
53,1,1,2,1,1,0,47,6,2,2,2799,0,2799,0.6890000000000001,4116,88,0.5710000000000001,0,0
33,0,2,2,0,2,0,21,5,3,3,20791,0,20791,0.7440000000000001,2883,93,0.755,0,0
54,1,2,5,2,4,0,43,6,1,4,3006,633,2373,0.733,5177,66,0.65,0.211,0
48,1,3,2,0,4,0,31,6,2,2,9816,0,9816,0.6729999999999999,3489,81,0.528,0,0
33,0,2,1,2,1,0,25,5,2,2,9371,1541,7830,0.7809999999999999,2518,67,0.971,0.1639999999999999,0
40,0,2,0,1,3,0,36,3,4,3,7840,0,7840,0.726,4062,71,0.578,0,0
52,0,2,3,2,0,0,43,3,2,3,34516,761,33755,0.916,4313,82,0.547,0.022,0
56,0,1,3,2,3,0,45,4,1,3,5070,0,5070,1.01,3651,76,0.652,0,0
55,0,2,5,1,0,0,48,2,1,2,6577,1800,4777,0.7859999999999999,14229,120,0.69,0.2739999999999999,0
52,0,1,2,1,3,0,43,3,1,4,3710,2517,1193,1.541,1578,34,0.7,0.6779999999999999,0
38,0,3,0,1,3,0,30,5,3,2,3976,1667,2309,0.929,4372,69,0.6829999999999999,0.419,0
52,0,2,3,1,2,0,46,5,3,0,14316,1081,13235,0.67,1313,36,0.636,0.076,0
57,1,2,3,2,4,0,45,4,1,3,2454,1610,844,1.036,4983,79,0.795,0.6559999999999999,0
54,0,2,3,1,3,0,50,4,2,3,9519,1936,7583,0.929,2489,62,1,0.203,0
48,0,4,2,2,3,0,36,4,1,4,1536,1017,519,0.589,3816,71,0.449,0.662,0
57,0,3,1,1,3,0,50,3,2,3,4522,1861,2661,0.957,1806,38,0.727,0.412,0
43,0,2,1,0,1,0,34,4,1,2,2243,0,2243,0.6970000000000001,4023,63,0.75,0,0
49,1,3,5,1,1,0,40,6,2,3,8900,1700,7200,0.906,4710,70,0.556,0.191,0
42,0,4,2,1,2,0,36,4,2,3,3591,1749,1842,0.733,5079,80,0.905,0.487,0
35,0,4,3,2,3,0,26,2,1,1,24250,0,24250,0.753,12593,99,0.768,0,0
47,1,1,3,1,4,0,41,3,3,4,2709,2034,675,0.606,4915,92,0.84,0.7509999999999999,0
56,0,2,3,1,2,0,51,5,6,3,2863,2517,346,0.583,1458,39,0.696,0.879,0
61,1,1,1,1,1,0,47,4,2,4,8633,2517,6116,0.6809999999999999,2066,51,0.457,0.292,0
32,1,0,5,1,4,0,23,5,2,4,2156,1114,1042,0.603,4106,66,0.833,0.517,0
53,0,1,2,0,3,0,35,5,4,2,34516,1219,33297,1.129,1590,27,2,0.035,0
45,1,3,2,1,4,0,31,4,1,0,8829,901,7928,0.825,1902,45,0.667,0.102,0
30,0,2,3,1,4,0,23,4,2,0,2997,1393,1604,1.12,1577,35,0.522,0.465,0
44,0,4,5,1,3,3,27,4,3,2,34516,1043,33473,0.69,4654,59,0.639,0.03,0
42,0,3,2,1,2,0,29,3,3,1,12294,2517,9777,0.775,7906,87,0.611,0.205,0
35,1,2,2,1,1,0,36,4,3,4,3454,1603,1851,1.078,1575,41,0.519,0.4639999999999999,0
56,0,2,2,2,3,0,46,6,2,3,15982,0,15982,0.687,4503,80,0.667,0,0
40,1,4,5,1,4,0,31,5,2,3,1438.3,0,1438.3,0.5529999999999999,4702,84,0.7140000000000001,0,0
29,1,1,3,2,4,0,20,4,2,1,3095,1488,1607,0.924,4642,92,0.878,0.481,0
42,1,3,5,2,4,0,38,4,1,4,1538,868,670,0.828,5228,61,0.6940000000000001,0.564,0
45,1,3,2,1,4,0,35,1,2,2,1438.3,834,604.3,0.635,4976,70,0.8420000000000001,0.58,0
42,0,3,2,0,1,0,33,4,2,4,3178,1800,1378,0.89,4605,86,0.623,0.5660000000000001,0
47,0,1,2,1,2,0,40,2,2,3,11773,0,11773,0.754,5098,58,1.071,0,0
52,1,1,2,1,4,0,47,3,1,3,1438.3,0,1438.3,0.775,5015,68,0.789,0,0
54,1,1,2,1,4,0,48,4,3,2,6814,1570,5244,0.653,1339,30,0.364,0.23,0
53,0,1,2,2,3,0,45,6,3,2,1826,883,943,0.953,2199,48,1,0.484,0
46,0,5,0,2,3,0,36,1,2,3,13187,2241,10946,0.6890000000000001,15354,112,0.931,0.17,0
35,0,3,3,1,2,0,24,3,2,2,2066,1699,367,0.624,1895,43,0.536,0.8220000000000001,0
47,0,3,4,0,2,0,37,6,3,0,5731,1577,4154,0.657,1554,26,0.444,0.275,0
46,0,4,5,2,3,0,36,1,2,3,10492,1094,9398,0.915,13764,104,0.733,0.104,0
41,1,1,5,1,1,0,36,3,4,1,2235,1688,547,0.631,4633,79,0.795,0.755,0
66,1,0,3,1,4,0,54,3,4,2,3171,2179,992,1.224,1946,38,1.923,0.687,0
42,0,3,5,1,1,0,37,2,3,3,4960,1724,3236,0.879,8218,88,0.913,0.348,0
48,1,4,4,1,4,0,31,6,6,4,2646,1983,663,0.7,4727,83,0.804,0.7490000000000001,0
47,0,4,5,1,2,0,42,4,1,2,5715,1214,4501,0.858,3685,63,0.6579999999999999,0.212,0
43,0,2,5,0,0,3,24,4,2,0,34516,1938,32578,0.426,1215,45,0.406,0.056,0
44,1,4,2,2,1,0,38,3,3,3,3897,2296,1601,0.746,4627,77,0.7909999999999999,0.589,0
38,1,1,2,1,1,0,20,5,1,3,5153,2517,2636,1.4880000000000002,3095,63,0.969,0.488,0
41,1,2,3,1,4,0,24,1,1,1,7207,1645,5562,0.969,13730,96,0.745,0.228,0
49,1,1,2,1,4,0,44,2,1,1,8284,797,7487,0.8240000000000001,13092,102,0.569,0.096,0
53,0,2,3,2,0,0,44,4,2,2,14734,1634,13100,0.989,1289,23,0.917,0.111,0
44,1,4,3,2,4,0,36,1,3,3,3024,0,3024,0.75,4983,78,0.733,0,0
48,1,4,0,2,4,0,38,4,3,3,4894,1505,3389,0.78,3277,67,0.5579999999999999,0.308,0
50,0,2,2,2,3,0,35,3,3,1,2514,1521,993,0.638,1636,36,0.385,0.605,0
36,0,3,2,1,2,0,27,4,3,2,12397,1001,11396,0.7559999999999999,1888,42,0.4479999999999999,0.081,0
53,0,3,2,2,3,0,36,4,3,2,34516,2517,31999,0.741,1475,33,0.833,0.073,0
33,0,2,3,1,3,0,23,6,2,2,1630,0,1630,0.605,4426,91,0.784,0,0
52,1,2,3,0,4,0,32,6,3,4,2427,1581,846,0.6940000000000001,3857,69,0.816,0.6509999999999999,0
41,1,3,1,1,1,3,33,1,1,2,18266,822,17444,0.875,14615,124,0.797,0.045,0
54,0,3,3,1,0,0,43,5,3,2,2884,1144,1740,0.7829999999999999,4887,90,0.698,0.397,0
52,0,1,3,2,2,0,45,1,5,1,11898,2517,9381,0.745,15798,128,0.73,0.212,0
65,1,0,0,1,4,0,56,6,1,2,1438.3,680,758.3,0.512,2283,55,0.5710000000000001,0.473,0
49,0,4,0,0,1,0,43,3,2,3,1922,710,1212,0.951,2920,46,1.421,0.369,0
48,0,3,2,1,3,0,43,1,4,1,9959,0,9959,0.7509999999999999,14948,125,0.866,0,0
59,0,1,3,2,2,0,51,6,2,4,8973,1300,7673,0.568,4699,72,0.7140000000000001,0.145,0
43,1,2,4,1,4,0,31,6,1,1,2837,1807,1030,0.609,4279,83,0.627,0.637,0
29,1,0,4,0,4,0,17,3,2,4,2585,2008,577,1.266,3519,73,0.622,0.777,0
42,1,3,2,1,4,0,33,2,3,1,3794,1544,2250,0.72,7872,80,0.5379999999999999,0.407,0
48,1,2,3,2,4,0,36,3,3,3,5483,535,4948,0.6809999999999999,2051,49,0.633,0.098,0
46,1,3,5,1,4,0,35,6,5,1,2069,1101,968,0.741,7307,82,0.745,0.532,0
44,1,4,0,2,1,3,39,2,1,3,17077,2179,14898,0.738,7391,75,0.705,0.128,0
59,1,0,2,2,4,0,53,6,3,4,4830,1469,3361,0.634,3365,63,0.75,0.304,0
42,0,3,0,2,3,3,26,3,2,2,34516,904,33612,0.726,3910,68,0.659,0.026,0
42,0,4,3,1,0,1,30,6,2,4,34516,1045,33471,0.848,3574,75,0.923,0.03,0
40,1,2,3,2,4,0,34,4,2,2,2395,1437,958,0.787,4481,82,0.8220000000000001,0.6,0
34,0,2,5,2,3,0,36,3,2,0,12182,1136,11046,0.753,2295,63,0.5,0.093,0
52,1,2,0,0,4,0,45,4,2,3,1438.3,0,1438.3,0.7440000000000001,4737,80,0.818,0,0
53,0,2,2,1,0,0,43,6,3,2,5882,2335,3547,0.579,1380,30,0.667,0.397,0
42,0,1,0,1,2,3,29,5,2,2,26750,1204,25546,0.428,1131,29,0.318,0.045,0
58,1,0,3,1,4,0,36,3,3,1,2241,1670,571,0.7040000000000001,4653,75,0.63,0.745,0
47,0,4,2,1,3,0,36,3,2,4,11242,1561,9681,0.8290000000000001,4246,81,0.8,0.139,0
53,0,3,3,1,2,0,41,3,1,0,2480,1351,1129,0.522,1359,36,0.565,0.545,0
41,1,4,3,1,4,0,29,2,2,2,2601,1861,740,0.794,5111,83,0.66,0.715,0
54,1,1,5,1,4,0,42,2,2,3,3181,2087,1094,0.752,13392,92,0.736,0.6559999999999999,0
37,1,3,1,1,4,0,36,3,5,2,1438.3,0,1438.3,0.861,4314,82,0.8640000000000001,0,0
33,1,3,4,1,1,0,28,5,2,3,1864,1081,783,1.416,2607,44,1.75,0.58,0
42,0,4,5,1,0,0,37,3,2,4,6953,1445,5508,0.591,3700,80,0.569,0.208,0
46,0,4,2,2,1,0,41,5,3,2,6741,1745,4996,0.5589999999999999,1682,46,0.4379999999999999,0.259,0
40,1,3,0,2,1,3,28,2,1,2,22361,1873,20488,0.701,7586,94,0.5670000000000001,0.084,0
49,1,2,5,2,4,0,37,5,1,4,2934,2381,553,0.762,3396,64,0.778,0.812,0
46,1,3,2,2,4,0,27,6,3,3,3901,1001,2900,0.8220000000000001,4313,72,1.3230000000000002,0.257,0
53,0,3,3,1,0,0,40,6,2,5,4182,741,3441,0.885,1297,24,1.182,0.177,0
54,1,1,5,2,1,0,43,1,3,2,9525,2517,7008,0.669,4804,79,0.8809999999999999,0.264,0
57,0,1,3,1,0,0,46,3,3,4,31762,2517,29245,0.735,1515,36,0.7140000000000001,0.079,0
53,0,2,4,2,2,3,47,1,3,3,29038,2295,26743,0.657,12025,103,0.807,0.079,0
43,0,4,5,2,0,0,36,1,1,3,34516,1742,32774,0.6609999999999999,7360,82,0.745,0.05,0
56,0,3,5,2,2,0,49,3,3,3,1623,0,1623,1.058,4965,74,0.805,0,0
41,1,1,3,2,1,0,31,6,3,2,4969,838,4131,0.591,1489,32,0.455,0.1689999999999999,0
37,1,3,2,2,4,0,36,5,2,4,3685,1396,2289,0.974,3016,85,0.809,0.379,0
45,1,5,1,1,4,0,34,4,2,2,1438.3,491,947.3,0.708,4376,84,0.787,0.341,0
52,0,1,3,2,3,0,41,4,1,4,4103,1972,2131,0.665,16344,118,0.7879999999999999,0.481,0
43,0,4,3,1,1,0,32,2,2,2,7139,1512,5627,1.106,14802,112,0.75,0.212,0
61,0,0,5,2,3,0,36,4,2,1,19354,984,18370,0.956,1207,32,0.684,0.051,0
53,1,3,2,2,4,0,36,2,3,1,1438.3,630,808.3,0.667,4704,79,0.7559999999999999,0.4379999999999999,0
49,0,1,3,1,2,1,36,2,2,3,6224,2201,4023,0.8320000000000001,7693,70,0.628,0.354,0
32,0,1,5,2,2,3,36,2,3,1,33711,1437,32274,0.942,14880,134,0.654,0.043,0
51,0,0,1,2,2,0,36,6,2,3,3232,1346,1886,0.6970000000000001,5102,69,0.643,0.416,0
57,0,2,3,2,2,3,45,5,2,3,33211,0,33211,0.732,3662,81,0.7609999999999999,0,0
50,0,2,3,2,2,0,40,6,2,2,5180,1211,3969,0.809,3447,74,0.85,0.2339999999999999,0
41,0,2,2,1,0,0,32,5,2,3,14302,2097,12205,0.407,1505,35,0.591,0.147,0
53,1,1,2,2,4,0,46,3,6,4,2240,1601,639,0.833,3795,70,0.75,0.715,0
46,1,4,2,0,1,0,39,3,1,1,2477,1480,997,0.826,5138,77,0.974,0.597,0
45,1,4,5,0,1,0,27,2,2,1,3670,1684,1986,0.675,8608,100,0.515,0.4589999999999999,0
55,1,2,4,1,1,0,46,6,2,2,6725,2025,4700,0.604,1865,53,0.767,0.301,0
43,0,3,2,2,3,0,31,6,2,4,12165,0,12165,1.16,4066,74,0.682,0,0
50,0,1,3,2,0,0,37,4,1,4,9758,1792,7966,0.626,4134,60,0.765,0.184,0
55,0,1,2,2,3,0,46,3,1,1,21032,1409,19623,0.767,15584,105,0.81,0.067,0
58,0,1,3,1,1,0,36,3,2,5,2165,1135,1030,0.7070000000000001,1541,33,0.833,0.524,0
